8.957398290027013049e+06,7.869021713442102075e+07,2.696024884400566220e+08,1.916861098148288727e+08,3.994378258952923417e+08
1.198756627399232611e+07,1.045905398006972522e+08,3.184143027414800525e+08,1.946712564723778963e+08,4.248096295059939623e+08
9.559182003884477541e+06,8.433178955484092236e+07,2.487946047040896416e+08,9.358265249450193346e+07,1.466942358567524254e+08
4.437905213217150886e+05,4.442751245253778063e+06,1.956599840660047904e+07,5.038831127178929001e+07,3.041568020346754044e+07
1.848583166971875587e+06,1.289078395120108686e+07,5.725543824450435489e+07,1.329184649516466111e+08,2.518954589862518013e+08
2.502049747910713195e+05,2.044146677590114763e+06,9.428941981337849051e+06,2.778643955467210338e+07,2.631871670809615031e+07
7.144943695909636095e+06,3.435048049721451849e+07,6.153797304509531707e+07,2.681362528977902979e+07,1.264653457141157389e+08
1.754431221682164120e+06,1.790455719462722167e+07,1.252797009652510434e+08,3.683344344302530289e+08,1.830282982581462860e+08
2.216841972830533050e+06,1.959477276344327256e+07,8.816775635680069029e+07,2.105608867039611638e+08,1.406906961942383945e+08
3.036675794842651114e+07,2.676124246386969686e+08,6.180536116178008318e+08,1.862507144580343366e+08,1.328087164274163842e+08
8.188571674541376531e+06,5.618022620969092846e+07,1.642624574321641922e+08,1.713204873107210398e+08,1.390316032790367305e+08
3.354219613143784925e+06,2.786034084799988940e+07,1.291997361096011698e+08,4.395325426258649230e+08,3.605472108628382683e+08
8.087355684460032731e+06,7.661568893497049809e+07,3.316923457622625232e+08,5.106492850726936460e+08,2.870558971466098428e+08
4.772829150197590934e+05,3.423289804938926827e+06,1.027074132959395833e+07,1.895357025760986656e+07,6.236804773443486542e+07
6.166559165405982640e+05,5.465741820569402538e+06,2.267631841440795735e+07,2.542925130956840143e+07,1.357139990148763657e+08
9.965606212194432737e+04,7.092493631299976259e+05,1.973258733633975498e+06,2.984441074305964634e+06,4.050177038786178082e+07
1.986356518771510199e+07,1.382217944133276343e+08,3.882562706694774628e+08,3.087819183178673387e+08,6.063426149930665493e+08
7.724890158054375788e+05,5.263233399717867374e+06,1.279111669208153710e+07,1.483330547032639943e+07,5.626942158805937320e+07
2.856717267383444589e+06,2.976185006903002039e+07,1.497269440964629948e+08,3.007382223536232114e+08,3.662324109943053126e+08
1.245159003681531642e+06,1.057499293712743931e+07,3.622174489071860164e+07,6.954366828369025886e+07,3.698034107846564800e+07
3.313098615221421933e+05,2.510102973849596456e+06,8.727216831064181402e+06,1.713540529756628349e+07,3.587030930387505889e+07
1.353048394699131837e+06,1.262509312087449804e+07,4.666584473476718366e+07,3.495272115052372217e+07,6.152549083979559690e+07
1.314113793844155036e+06,1.191782476097301021e+07,4.302579697727423906e+07,4.259277743513561040e+07,9.064477774556067586e+07
2.318367398936544545e+06,1.965755727661465481e+07,7.916131750847262144e+07,1.347192908532770574e+08,1.219407302345842868e+08
3.185938162659265567e+06,2.563093864168427885e+07,8.246532137472373247e+07,1.058786137256444395e+08,3.327642566182693839e+08
5.732208570769372163e+05,5.609258685897572897e+06,3.411762796564197540e+07,1.120120864492793381e+08,5.292228833559139073e+07
1.397728071422028914e+07,1.267639331879798323e+08,4.346363073972895741e+08,2.756564067859660387e+08,3.547622935704764724e+08
