1.893405389820585260e+06,4.870733641758952290e+07,3.067563256878683567e+08,1.887388898277646303e+08,4.085410881952522993e+08
2.959693336211775895e+06,6.618483470528182387e+07,3.627557893925362825e+08,1.818869413840956390e+08,4.572419068366870880e+08
2.923247185841058381e+06,5.990017100374614447e+07,2.825957259423815012e+08,8.025715398937150836e+07,1.713127003457597494e+08
9.156472780062729726e+04,2.432449335632035509e+06,1.727797564936225489e+07,5.304366639890076965e+07,3.303931327877571061e+07
6.789090315385953290e+05,9.083566092664305121e+06,4.878351091344731301e+07,1.467167486154117286e+08,2.563286730456645489e+08
6.342595794616865169e+04,1.484383905133520719e+06,7.653966826387818903e+06,2.768335879402244836e+07,3.037681623388403654e+07
3.638899863765630871e+06,4.691402614235924184e+07,5.375344935535680503e+07,2.370461248255150393e+07,1.301735799586496651e+08
3.417578121047997265e+05,7.753167996689312160e+06,9.897151342353753746e+07,4.253725271420548558e+08,1.840997990222376585e+08
5.938335120722874999e+05,1.024074036429760605e+07,8.118693554430371523e+07,2.041544940891133249e+08,1.760281562476835251e+08
6.579974478755826131e+06,1.959315420304894745e+08,7.412350219890573025e+08,1.768521212170431614e+08,1.691083539991810620e+08
2.538897728364353999e+06,4.895804372259057313e+07,1.794822079089343846e+08,1.959025877483611405e+08,1.236917784202902913e+08
1.688420265789160738e+06,1.697039708581049368e+07,1.008208886041048765e+08,4.683302273212611079e+08,3.759723593034867644e+08
2.189558817044540774e+06,4.143948214659566432e+07,3.332294304382703304e+08,5.917622785938872099e+08,2.552482428142352700e+08
1.529056367319781275e+05,2.984828102111589164e+06,1.043344497151820175e+07,1.911832585415264964e+07,6.761127742214788496e+07
2.420801612800147850e+05,3.071781224979646970e+06,2.235753314398501068e+07,2.716864248558914289e+07,1.432450252906961143e+08
2.897976920772755693e+04,5.701359469618492294e+05,2.097643270640201867e+06,2.576277762938074302e+06,4.210628271830488741e+07
7.646358497907684185e+06,1.067052334983750433e+08,4.239891175735639930e+08,2.976266121408659220e+08,6.744033753682963848e+08
2.720276411512128543e+05,4.380811682633684017e+06,1.345729608626080677e+07,1.335899764344559982e+07,5.878945557197818160e+07
5.914622165625548223e+05,1.528258292132928781e+07,1.365332550883164406e+08,2.738830125901300907e+08,4.429515202216567993e+08
4.693450788281949353e+05,5.999898755992778577e+06,3.493594868330232054e+07,8.392081580390848219e+07,3.058128324619796500e+07
1.423705297634055314e+05,1.629549432925350964e+06,7.982333605331921019e+06,1.594211082261339575e+07,4.101877039692730457e+07
3.590914455120839993e+05,7.511228146403530613e+06,5.055370477261513472e+07,3.342955906470453739e+07,6.619345133157593757e+07
2.645509438015261549e+05,8.192192009713592008e+06,4.681743540025048703e+07,3.616856671779126674e+07,9.948964627043482661e+07
8.377622201578521635e+05,9.971081797844860703e+06,7.869525431841939688e+07,1.401106275240405500e+08,1.343415180832328796e+08
1.025449627004953451e+06,1.875156493371282890e+07,8.656965601878130436e+07,1.047913375042830259e+08,3.553237527853124142e+08
2.052806657740802621e+05,2.509814074977113400e+06,2.605192570613952726e+07,1.309535583613325804e+08,4.665293026769512147e+07
2.765536113080441020e+06,7.936530099327608943e+07,4.975705755430268049e+08,2.703540451978191733e+08,4.264777686861311793e+08
1.477585672113926848e+06,1.481581291044990718e+07,1.036936842742978483e+08,2.715619999978033304e+08,5.508276020831583738e+08
3.810077750803962699e+05,4.388354919063576497e+06,2.191209624132265523e+07,1.509218093334289081e+07,1.120818852879420072e+08
2.397245462975854054e+06,6.291420952597455680e+07,3.239718760514276028e+08,3.476595547291656137e+08,1.766429957536933720e+08
8.669282840294216294e+05,8.751638765664087608e+06,3.967660327593261003e+07,1.701639683623001575e+08,1.179810056309904456e+08
8.864186994068612694e+04,8.286416513819926186e+05,6.392304327918087132e+06,1.313430176650793850e+07,3.967942304481179267e+07
1.737064816489202203e+05,3.201087862824608106e+06,3.841935873834619671e+07,1.604415385345325172e+08,3.075335111890372038e+08
3.093573852141906507e+06,4.785563233018042892e+07,1.648035458432694077e+08,1.789623505635818541e+08,1.960898046951023638e+08
4.775198965341944247e+06,1.049330466527514309e+08,6.092095715316509008e+08,1.631316563658222854e+08,3.141343990007746220e+08
5.176983552326641802e+04,1.485764291297037853e+06,1.977458823665609583e+07,7.210958963665890694e+07,5.840166763739310205e+07
4.687313902359584346e+06,1.007825139299861789e+08,5.729026513405761719e+08,2.667738094492522776e+08,5.063880913994188905e+08
1.964842666790066578e+05,2.111886890651896596e+06,1.840176863418805599e+07,2.924749138537095115e+07,7.837850167025640607e+07
3.938450355612577550e+04,9.199898595357532613e+05,6.149280230561680160e+06,2.356579068738144264e+07,1.631128317867645621e+07
